,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Bwd IAT Min,-0.01707136392742963,-0.026412930796575307,0.10187595999520557,-0.00348063097417699,-0.0024749845553435996,-0.0015005688007326623,-0.0019341537471807414,-0.022238800593316104,-0.01674449553878283,-0.01679580190056476,-0.017598436978926643,-0.028006855453697986,-0.017414349362647828,-0.025183250968025143,-0.023062511987633212,-0.004264054483718543,-0.012783896427576751,0.05299900450825061,0.307390837147587,0.11470920989674052,-0.01173921312172339,0.0783611568796513,0.09335052046606823,0.034202155302116705,0.07170404251765365,0.07695867840937651,0.1213543963852788,0.7494072716062194,-0.003524168303213329,0.20914114029180988,1.0,0.03490317199924885,-0.004991588413670222,-0.003242097924861034,-0.011136729560064729,-0.011147591192487144,-0.017394153096128153,-0.02741536052532957,-0.02350586873707421,-0.025637013710296076,-0.0120644566964212,-0.0038340788883994116,0.03490317199924885,0.0035082077528109995,-0.013997820655075507,0.017464123318668756,-0.011696068918292493,0.003508676282285062,0.006604246065587345,-0.0261539477426049,-0.01679580190056476,-0.025183250968025147,-0.003480630974176991,-0.0015005688007326623,-0.0024749845553435996,-0.0019341537471807408,-0.015241824495085123,0.004139062254473164,-0.012621365745207936,-0.021699895231672952,0.012752146903377583,0.003892248721379568,0.010126829114001276,0.012081539412600345,0.1539946304264943,0.030090667205181647,0.15286253037407538,0.1508835041613494
Fwd PSH Flags,0.1567960693037411,-0.10103080387925928,-0.009250184149508522,0.02723389785414942,0.030256823201864375,-0.0032536173798372627,0.03627671716128606,-0.09641288178953074,-0.06910659367088842,-0.0627271992420516,-0.06785618280746852,-0.13984337015776993,-0.0782442293788308,-0.10926275811634323,-0.12428544568695371,0.24759633052762187,0.10101050622743665,-0.021800538282107203,0.06866629129417405,0.003193670596157947,-0.033698464373899055,-0.007532809926125853,-0.016430933819140913,0.06759511710217621,0.006457269724222794,-0.031346590433051165,-0.01404050871621144,0.019184744074561378,-0.017294180322475785,-0.012649101707586307,0.03490317199924885,1.0,0.021390047560601682,0.02742373950224428,0.12862280005304683,0.006973286103117232,-0.08663901818666961,-0.12395957984625464,-0.07009262946752041,-0.10424691138686429,-0.04788668394037219,-0.01180842105673309,1.0,-0.04228756379599124,-0.17827135356379245,0.32382840585181977,-0.03344523285215448,-0.04228689081388507,-0.14343162370576595,-0.07043212797386611,-0.06272719924205163,-0.10926275811634328,0.02723389785414942,-0.0032536173798372627,0.030256823201864375,0.03627671716128607,-0.1120860964851127,-0.06983424782082527,-0.07031821793654007,0.013588484617685588,-0.00011419021938322882,-0.010112065839318266,-0.005778184092715032,0.0011932821055503037,0.034738340871537356,0.009685989432160777,0.0349102405425323,0.033423415349856746
Fwd Header Len,-0.04359462474648993,-0.08295706309796179,0.09222629453153364,0.9861976873354227,0.8938447517069309,0.048530586171236186,0.8849444799972762,0.1629800379305429,-0.07558795126681497,0.07253669754946283,0.1083634059410571,0.17460253261350567,-0.06288618600620297,0.23181936143520449,0.1058201828315533,-0.007405613341553784,-0.02683189212022253,-0.025111076140820886,0.018371855088801993,0.038961678286619984,-0.02648629681100437,0.08536379388165552,-0.021892848421474286,0.028581738021871382,0.026106016699033105,-0.026841490130056975,0.12070599028708996,0.014645714433618996,0.033284376369483185,0.09506991228149275,-0.004991588413670222,0.021390047560601682,1.0,0.8980499872039619,-0.023167647095561798,-0.02381080671133718,-0.07731840708472537,0.17565288237391882,0.2601504734978034,0.18127849803761967,0.12634380615598978,-0.008493957051649905,0.021390047560601685,0.0015876560995350918,0.12356568316917635,-0.04899961264817411,-0.03531169700603982,0.0015885073271229909,0.03168066470142765,0.24301210753185556,0.07253669754946283,0.23181936143520446,0.9861976873354228,0.04853058617123619,0.8938447517069308,0.8849444799972762,0.105543789831312,0.002670778415559799,0.27537278259160575,0.10721452200301948,0.08232157802785987,0.08602147014400285,0.11129505690242501,0.06565920430923096,0.059225421431940484,0.03022173137281034,0.06074027142428639,0.055750620974695214
Bwd Header Len,-0.03017400845764434,-0.048380916754049055,0.09466358956967025,0.8937321857392104,0.9992958521850474,0.06211424565012156,0.9945976192726853,0.10563777649024203,-0.04417070658168946,0.039781785450124625,0.06479549421902912,0.12239846260990361,-0.030503086045496706,0.23704825836820442,0.06145487986242381,-0.0047984874587903275,-0.01814942667352789,-0.017212229656575217,0.013761889625307088,0.047320485430445994,-0.018050338823902726,0.08476729743064611,-0.014736362267462581,0.021929053706334967,0.028799093177194833,-0.018199792211482005,0.11881170928281175,0.009702040582732344,0.025091910768764346,0.0991483084580808,-0.003242097924861034,0.02742373950224428,0.8980499872039619,1.0,-0.016130774580044683,-0.015187804393486085,-0.04510579838746304,0.12698620947713565,0.2770944114851504,0.14546082592888143,0.1270713011876236,-0.00549059103374618,0.027423739502244287,-0.004385054698160344,0.07077518285634496,-0.027038409018656763,-0.020928112818250952,-0.004384477315833275,0.12891518079515019,0.26289104078222963,0.03978178545012464,0.23704825836820437,0.8937321857392104,0.06211424565012157,0.9992958521850474,0.9945976192726853,0.04995720106758362,-0.004554666547182969,0.20478108626295752,0.05229925904181394,0.09419341233783766,0.0878248955805054,0.12133829234497695,0.07739944992912373,0.06725757881406233,0.030092891761659045,0.06856050115733371,0.06393998176349147
Fwd Pkts/s,0.23496312487835325,-0.09899971564066581,-0.06933196210918374,-0.0226344610013409,-0.013412167026189931,-0.0077664866099750205,-0.006299693678631735,-0.1315421846805286,-0.08570121475613476,-0.15279660192557365,-0.12165051512250477,-0.1516143021161086,-0.09145479163089952,-0.1292935626397857,-0.13275169404865586,0.473965065245619,0.9403355661148635,-0.043274903281570236,-0.04830734145439883,-0.06283623381288073,-0.03670153315775889,-0.06719962072928128,-0.04715586584218859,-0.04647932079787649,-0.06022929488685052,-0.03743214375977102,-0.05431241450620058,-0.044365652567516366,-0.049241008180840554,-0.04713816022676964,-0.011136729560064729,0.12862280005304683,-0.023167647095561798,-0.016130774580044683,1.0,0.45897829066229634,-0.09233660269981578,-0.1489841010522917,-0.1307880636769995,-0.14026654787985549,-0.056703016757994724,0.06300960130641992,0.12862280005304683,-0.043067340765179936,-0.048578020207532664,0.15922173456608568,0.03986846538341497,-0.04306665521259098,-0.02308977878613999,-0.14097865692879347,-0.15279660192557365,-0.1292935626397857,-0.0226344610013409,-0.0077664866099750205,-0.013412167026189931,-0.006299693678631735,0.034993503818422936,-0.07053695782375528,-0.10952282982148194,0.1767146921779636,-0.018837567922470027,-0.02033815955113173,-0.025182005351228973,-0.015170580750639914,-0.04629033119429654,-0.013396255940682328,-0.04655105539457058,-0.045084832557812274
Bwd Pkts/s,-0.026857342235562996,-0.09698699345842798,-0.06939941190337247,-0.024934538011076385,-0.012541063339033503,-0.007811912400982347,-0.006286756472371841,-0.13461499176174488,-0.07028909165057018,-0.15840900799932317,-0.12981783227325858,-0.15042687103927938,-0.08907296960840001,-0.12765294737494703,-0.13135326670822509,0.14068656015412087,0.733886509592809,-0.04331790405276381,-0.04835478957536387,-0.06289761505758759,-0.03673807437041605,-0.06726518763032754,-0.04720277187804285,-0.046524901690071445,-0.060288460667744764,-0.03746950189538622,-0.054364700006082185,-0.044409034704891645,-0.04928894588235851,-0.04718304673770812,-0.011147591192487144,0.006973286103117232,-0.02381080671133718,-0.015187804393486085,0.45897829066229634,1.0,-0.0897794626621779,-0.1501863465722409,-0.1354210485931615,-0.14291399974898542,-0.05665021073107655,-0.009467916146361489,0.006973286103117232,-0.04310554971654312,0.08442378451803839,0.0129346407532516,0.1255874916580849,-0.0431048633928728,0.14050397412701196,-0.14740173473995066,-0.15840900799932317,-0.12765294737494703,-0.024934538011076385,-0.007811912400982346,-0.012541063339033506,-0.006286756472371841,0.16703119100144068,-0.0686417953922052,-0.11324409650337747,0.33991484614454026,-0.0188549346078624,-0.02035757361020032,-0.0252055757013205,-0.015184440133642792,-0.04633552036177045,-0.013409246367891144,-0.046596491641803316,-0.04512885334742666
Pkt Len Min,-0.18573422659584746,0.8691550256423565,-0.1737969511600018,-0.06674656101383103,-0.03437848649052484,-0.019451899488610334,-0.017043738052904323,-0.29232578751227845,0.977788096725857,0.014426677774658342,-0.3628699703974847,-0.3157552046347143,0.8162201827306909,-0.036316368360386646,-0.36886858153174085,-0.008894985181112591,-0.10497975995335862,-0.08148601949871981,-0.11676668818716933,-0.14125581369693135,-0.06644466002330895,-0.16800728513714278,-0.09080185206077127,-0.11699086084640796,-0.13380683950391045,-0.0663291265274977,-0.14860237568189064,-0.11031851103247446,-0.13314278509623365,-0.12599804740996076,-0.017394153096128153,-0.08663901818666961,-0.07731840708472537,-0.04510579838746304,-0.09233660269981578,-0.0897794626621779,1.0,-0.31348094029243195,-0.042545370975039416,-0.2903008509700108,-0.15022172173968068,-0.0332512166718517,-0.08663901818666958,-0.11907713483028312,-0.5019925505073721,-0.2871541719238318,-0.12783754859270985,-0.11907523978659156,0.3316315017569725,0.06102596340820097,0.014426677774658338,-0.03631636836038665,-0.06674656101383103,-0.019451899488610334,-0.034378486490524836,-0.017043738052904323,-0.35320568508229744,-0.2002297516997827,-0.29296272415095237,-0.6423431643996624,-0.04546661241261474,-0.056163844984916556,-0.06441722766821345,-0.035089679197570854,-0.0889678691030907,-0.02682511870501263,-0.08937688031988937,-0.08618547910208993
Pkt Len Max,-0.24332451048933307,-0.3421078030414937,0.2877503785062839,0.1651594869476901,0.1083722863339977,0.20631152181573625,0.06196375570152058,0.8813962813364408,-0.30569924788586905,0.7445360442524086,0.8686122089331219,0.9814899925940112,-0.29131983899169905,0.7039369449427061,0.9467571785776432,-0.04156497110962915,-0.17142422239676328,-0.13597331986586383,0.24659116765389197,0.1328389559555906,-0.16029784762982804,0.28673559978073304,-0.10076227942338482,0.3332932325556701,0.13756466705695203,-0.16275141736792,0.39164513629575815,0.19766104032263623,0.352177069395744,0.34928823763558403,-0.02741536052532957,-0.12395957984625464,0.17565288237391882,0.12698620947713565,-0.1489841010522917,-0.1501863465722409,-0.31348094029243195,1.0,0.7379142096164958,0.9454892505959684,0.6040369418748328,-0.053012815786116545,-0.1239595798462546,0.31650890822132954,0.722155557283966,-0.43987553066411805,-0.21089898254078343,0.3165191697290256,-0.10041247135335635,0.7079631730031645,0.7445360442524086,0.7039369449427062,0.1651594869476901,0.20631152181573625,0.1083722863339977,0.06196375570152058,0.35644888234888117,0.47857368007516204,0.7046139341682965,0.27887534885141624,0.09319151916360882,0.15577327259920348,0.1484067620604812,0.062471589293220206,0.1902682462072045,0.08523163149081978,0.1936941901669753,0.18087137192448863
Pkt Len Mean,-0.2251583717776527,-0.08090761926110766,0.30144058821837694,0.27068264618354837,0.27185056929351675,0.0806190125240326,0.24641966941038076,0.5508142359832091,-0.0353223407120684,0.5575171855670288,0.5730033387335167,0.7388380557864953,-0.0326830569000976,0.9664011949564578,0.7447470728019757,-0.022306284466217616,-0.15185758393875132,-0.12423396837781575,0.24118002796865298,0.19773624132846107,-0.1416638183729563,0.29612208375004045,-0.09346918787978843,0.3474141951992496,0.19541697031541547,-0.14338559841980875,0.383076079352528,0.10514157462213242,0.29563313423242576,0.3896167045032503,-0.02350586873707421,-0.07009262946752041,0.2601504734978034,0.2770944114851504,-0.1307880636769995,-0.1354210485931615,-0.042545370975039416,0.7379142096164958,1.0,0.8751103286372736,0.5882313774313048,-0.048721474820407035,-0.0700926294675204,0.1661293956436004,0.4378078635760956,-0.3829972090995483,-0.1925962252979125,0.16613704331999524,0.1303323115103762,0.9931444532574311,0.5575171855670288,0.9664011949564579,0.27068264618354837,0.0806190125240326,0.27185056929351675,0.24641966941038082,0.10810482274309205,0.2675935591718083,0.4247675687264495,0.00515680176122423,0.14661864487578558,0.22043790808573424,0.22141925474965843,0.10361233210818907,0.24046419782314793,0.11508993652471847,0.24587057269074628,0.22870625386916815
Pkt Len Std,-0.23011145837886973,-0.306620529947517,0.3389394962766128,0.18307698805207615,0.1338550109659709,0.11867038735090585,0.09795018931706832,0.7535293208715614,-0.282583085662862,0.6660605310852813,0.7923495570021035,0.9418337456663247,-0.24196071930448043,0.868022806081903,0.9620781792568157,-0.034091203590610276,-0.1619740345688448,-0.12816588681774632,0.287049701693918,0.18754201649636684,-0.15464168782112525,0.33581834656214565,-0.09004307729830516,0.38688041348041113,0.189299056469759,-0.15691006914491695,0.43604879457025986,0.1953382747105699,0.3804634789567526,0.4011755423445116,-0.025637013710296076,-0.10424691138686429,0.18127849803761967,0.14546082592888143,-0.14026654787985549,-0.14291399974898542,-0.2903008509700108,0.9454892505959684,0.8751103286372736,1.0,0.6251608766823354,-0.05074336365006455,-0.10424691138686432,0.27167529345345337,0.6645819950489706,-0.4114717457391572,-0.20186123248127658,0.27168466891871945,-0.04735317554206107,0.8498908924445242,0.6660605310852813,0.868022806081903,0.18307698805207612,0.11867038735090585,0.13385501096597094,0.09795018931706834,0.24938445834471357,0.42487094303037565,0.5598981605757627,0.18370237118816235,0.11295886596543958,0.19402377941155158,0.18440501425429742,0.07504974630754993,0.23308668305693928,0.10400653193262648,0.23730337597609374,0.2217983751320157
Pkt Len Var,-0.09191739018333049,-0.16103389655873332,0.2390963847073341,0.13751580741851555,0.11984307476853032,0.6819269159371529,0.08313346288896895,0.553276983096174,-0.1461998940956515,0.5194666889062962,0.5368291103906331,0.47706736357181245,-0.14103534553874242,0.5705174607095784,0.5144515728381098,-0.013387228865109025,-0.06504821760974971,-0.04409867663261169,0.190374497906383,0.1617744667120707,-0.06044234748486035,0.23662302964639012,-0.020653923507360325,0.25774029151199046,0.16219615174689284,-0.06154956262379049,0.2788654597944187,0.10470601565121437,0.23141902706487597,0.2651466688037194,-0.0120644566964212,-0.04788668394037219,0.12634380615598978,0.1270713011876236,-0.056703016757994724,-0.05665021073107655,-0.15022172173968068,0.6040369418748328,0.5882313774313048,0.6251608766823354,1.0,-0.019811989264806706,-0.0478866839403722,0.10019538179549976,0.2986259052895629,-0.16333091432215271,-0.07894573826743623,0.10019895773727505,0.005460105309264574,0.5713378222381861,0.5194666889062962,0.5705174607095784,0.13751580741851552,0.6819269159371529,0.11984307476853032,0.08313346288896896,0.07925177406822259,0.16760380738805414,0.3676927840301064,0.06729350249356696,0.07869233809943502,0.134652686343915,0.12723900115102357,0.052255360531178116,0.17553047523183818,0.07412898188016746,0.17837747291574768,0.1677493146232254
FIN Flag Cnt,0.0899875614369107,-0.03573218669418703,-0.023766819959466664,-0.007885324262225404,-0.004519822361507135,-0.002760788400442814,-0.0021897925760420702,-0.04763408550204137,-0.03260379583348402,-0.05879717583914961,-0.045672171920738656,-0.05294659841546254,-0.032604932263104194,-0.045335630601632454,-0.04638285985523049,-0.0046058204545428435,0.04454874511374708,-0.014342901245683666,-0.01646140936871568,-0.021219231575682812,-0.012107814914055213,-0.02304029692566611,-0.015709284858147772,-0.015893712784933376,-0.02032585754333977,-0.01237048967425574,-0.018844781882384438,-0.015361881033322507,-0.0170750024161129,-0.016342587981700577,-0.0038340788883994116,-0.01180842105673309,-0.008493957051649905,-0.00549059103374618,0.06300960130641992,-0.009467916146361489,-0.0332512166718517,-0.053012815786116545,-0.048721474820407035,-0.05074336365006455,-0.019811989264806706,1.0,-0.01180842105673309,-0.014956103152525645,-0.06305032765432718,0.03183975088801418,-0.016648172055657426,-0.014955865134798454,0.018434998774663945,-0.053409112817086275,-0.05879717583914961,-0.045335630601632454,-0.0078853242622254,-0.0027607884004428136,-0.004519822361507135,-0.0021897925760420694,-0.0443813431278556,-0.023481124327094458,-0.03946866827522097,0.004805923051256158,-0.006319921329470329,-0.007061994201958921,-0.008570510743150914,-0.005037734313183331,-0.01589085512438824,-0.004651547270829821,-0.015985763111875884,-0.015469726979433917
SYN Flag Cnt,0.1567960693037411,-0.10103080387925928,-0.009250184149508522,0.02723389785414942,0.030256823201864375,-0.0032536173798372627,0.03627671716128606,-0.09641288178953074,-0.06910659367088842,-0.0627271992420516,-0.06785618280746852,-0.13984337015776993,-0.0782442293788308,-0.10926275811634323,-0.12428544568695371,0.24759633052762187,0.10101050622743665,-0.021800538282107203,0.06866629129417405,0.003193670596157947,-0.033698464373899055,-0.007532809926125853,-0.016430933819140913,0.06759511710217621,0.006457269724222794,-0.031346590433051165,-0.01404050871621144,0.019184744074561378,-0.017294180322475785,-0.012649101707586307,0.03490317199924885,1.0,0.021390047560601685,0.027423739502244287,0.12862280005304683,0.006973286103117232,-0.08663901818666958,-0.1239595798462546,-0.0700926294675204,-0.10424691138686432,-0.0478866839403722,-0.01180842105673309,1.0,-0.04228756379599124,-0.17827135356379245,0.32382840585181977,-0.03344523285215448,-0.04228689081388507,-0.14343162370576595,-0.07043212797386611,-0.06272719924205163,-0.10926275811634328,0.02723389785414942,-0.0032536173798372627,0.030256823201864375,0.03627671716128607,-0.1120860964851127,-0.06983424782082527,-0.07031821793654007,0.013588484617685588,-0.00011419021938322882,-0.010112065839318266,-0.005778184092715032,0.0011932821055503037,0.034738340871537356,0.009685989432160777,0.0349102405425323,0.033423415349856746
RST Flag Cnt,-0.03873732459310385,-0.12796182632218064,-0.056454457228991305,0.007286183361672879,-0.0024321592560875146,0.01119703380433075,-0.005571003314146679,0.34439319655379336,-0.1167586326466497,0.338727076293444,0.39008177898547464,0.3234047856074544,-0.11681436678852015,0.13110764920600418,0.3141897718030808,-0.016432897466372907,-0.04943571960853117,-0.04827923088246071,-0.02770178386344126,-0.05009352056404303,-0.04562194242670218,-0.055752395246976116,-0.049312108758919365,-0.021120216115805595,-0.0459633638827705,-0.04594947767117156,-0.034789161368948905,-0.005393379323198002,-0.009991740278968863,-0.010956246263483817,0.0035082077528109995,-0.04228756379599124,0.0015876560995350918,-0.004385054698160344,-0.043067340765179936,-0.04310554971654312,-0.11907713483028312,0.31650890822132954,0.1661293956436004,0.27167529345345337,0.10019538179549976,-0.014956103152525645,-0.04228756379599124,1.0,0.23720896796164342,-0.13056999632343183,-0.059619371168075766,0.9999840855786768,-0.1359367172259316,0.15841440702759768,0.338727076293444,0.1311076492060042,0.007286183361672879,0.01119703380433075,-0.002432159256087516,-0.005571003314146677,0.00010021091821347688,0.6204040043003866,0.06664712868137374,0.019361968226374943,0.02480904760376423,-0.013867613586023465,0.00915422057230568,0.028096332362644676,-0.04994202193519893,-0.008100617685307121,-0.04950788097809754,-0.04920459187914984
PSH Flag Cnt,-0.3113694736171919,-0.5394476752787799,0.13863169238891931,0.10384349297299421,0.052809309190706005,0.038984515168838094,0.01691141712433985,0.6599784969260755,-0.49221845889710414,0.48782896084189475,0.6853330119254886,0.7312938902711565,-0.4924534168851923,0.40321208816224374,0.7265614377423728,-0.05472074230691166,-0.004809097148732814,-0.1737553172828867,0.1592605349285442,0.013949579816021651,-0.19156654230230769,0.1297586039254285,-0.15523123076119497,0.18897803924916137,0.0017041683064724618,-0.19464810782411104,0.2509526968897362,0.16404791379124958,0.24836163170813505,0.22669853552960126,-0.013997820655075507,-0.17827135356379245,0.12356568316917635,0.07077518285634496,-0.048578020207532664,0.08442378451803839,-0.5019925505073721,0.722155557283966,0.4378078635760956,0.6645819950489706,0.2986259052895629,-0.06305032765432718,-0.17827135356379245,0.23720896796164342,1.0,-0.5498225970934655,-0.2513369190060142,0.23720519291818487,-0.07952313784377499,0.3866721821018744,0.48782896084189487,0.4032120881622437,0.10384349297299421,0.038984515168838094,0.052809309190706,0.01691141712433985,0.5670472258679833,0.3716272418690495,0.5719090449840484,0.6044547310845733,0.0719515656925198,0.0902429393402518,0.10247853955071488,0.055864511414378544,0.06885613475359732,0.04865029017312573,0.07169946405785918,0.06318471145892987
ACK Flag Cnt,0.5780621439309294,-0.31198870158874,-0.029109923215921815,-0.041774367226150466,-0.01908173888983781,-0.02067476841254413,0.0012593116464923314,-0.38568466490995107,-0.2734203080177759,-0.44742421858632564,-0.35275591945665563,-0.4509745067160823,-0.27872035121162336,-0.38103239233444397,-0.3948666320951884,0.08258179629491205,0.12668826984523024,0.21514054820935288,-0.04927552164882716,0.09136218232386535,0.2183361810794997,-0.026355753503499644,0.20348609166187673,-0.07750771500669665,0.0954154568289853,0.21878605516982313,-0.11299230387541104,-0.0712229882391917,-0.1265937673406585,-0.11421825386174238,0.017464123318668756,0.32382840585181977,-0.04899961264817411,-0.027038409018656763,0.15922173456608568,0.0129346407532516,-0.2871541719238318,-0.43987553066411805,-0.3829972090995483,-0.4114717457391572,-0.16333091432215271,0.03183975088801418,0.32382840585181977,-0.13056999632343183,-0.5498225970934655,1.0,0.456551387457213,-0.13058425403618643,-0.2560495738090542,-0.41767755850146726,-0.44742421858632575,-0.38103239233444386,-0.041774367226150466,-0.02067476841254413,-0.019081738889837805,0.0012593116464923305,-0.22685999565280934,-0.18775277211024308,-0.30611654750341105,0.11018117722042188,-0.036210194419543394,-0.04421963106707165,-0.04970170813222982,-0.028437005103543505,-0.05858945400158166,-0.023429911154705437,-0.059316963752753644,-0.056617699608485554
URG Flag Cnt,0.4131586011774627,-0.14243887458131693,-0.09126460807368186,-0.034306442789678294,-0.017540364824003705,-0.010950834901443914,-0.008729075332044754,-0.18923160939305814,-0.12370518985167311,-0.23095889326566127,-0.1817439386437665,-0.2110084827571678,-0.13003023963093518,-0.1806499224572722,-0.1847890304133823,-0.018121161297435632,0.07857807013447449,-0.05433302050304242,-0.060889079371119245,-0.08049958396596424,-0.046504700149973786,-0.08854608616115238,-0.060068064724433295,-0.06052238158711584,-0.07730678418436324,-0.047472271728401204,-0.07489360790640187,-0.05863629163752308,-0.06815766461268725,-0.06444702968897445,-0.011696068918292493,-0.03344523285215448,-0.03531169700603982,-0.020928112818250952,0.03986846538341497,0.1255874916580849,-0.12783754859270985,-0.21089898254078343,-0.1925962252979125,-0.20186123248127658,-0.07894573826743623,-0.016648172055657426,-0.03344523285215448,-0.059619371168075766,-0.2513369190060142,0.456551387457213,1.0,-0.05961842236028576,0.17124996021873962,-0.21072149193932901,-0.23095889326566127,-0.18064992245727218,-0.034306442789678294,-0.010950834901443914,-0.017540364824003705,-0.008729075332044756,-0.1228761051144852,-0.054644331246147614,-0.15551594333623142,0.139645928880429,-0.01528471617119209,-0.028151160046144368,-0.02639097466529872,-0.009774480157123304,-0.06128489353955863,-0.008149788810575659,-0.0599217864412353,-0.06087154582856747
ECE Flag Cnt,-0.03874746002570078,-0.12795978988375875,-0.05645337041620663,0.007287088095213951,-0.0024316588649306537,0.011197492615751434,-0.005570846044572316,0.3444032753173445,-0.11675677450057263,0.3387382822502138,0.39009229950461133,0.3234151376191705,-0.11681250775547135,0.1311144289156334,0.31419928178959716,-0.016432633743965298,-0.04943493262073053,-0.04828025184156153,-0.027700365155473645,-0.05009328475669213,-0.04562318473647213,-0.05575138243698075,-0.049312981305194396,-0.021118771985131735,-0.045963189296849234,-0.04595068268964685,-0.034787618388137626,-0.005391789754399227,-0.009990033296373779,-0.010954632056074238,0.003508676282285062,-0.04228689081388507,0.0015885073271229909,-0.004384477315833275,-0.04306665521259098,-0.0431048633928728,-0.11907523978659156,0.3165191697290256,0.16613704331999524,0.27168466891871945,0.10019895773727505,-0.014955865134798454,-0.04228689081388507,0.9999840855786768,0.23720519291818487,-0.13058425403618643,-0.05961842236028576,1.0,-0.13593200449253898,0.15842245176613728,0.33873828225021374,0.13111442891563344,0.00728708809521395,0.011197492615751434,-0.002431658864930654,-0.005570846044572316,0.00010034080135306132,0.620415594810459,0.06665235380360142,0.019358634087613152,0.024810109958509276,-0.013867047810388099,0.009155297453645532,0.02809730395827329,-0.04994099697788392,-0.008100230246902275,-0.04950684001946749,-0.04920360166541491
Down/Up Ratio,-0.14829436633898896,0.38591512551459484,-0.08218499013688259,0.029482329594492776,0.1314247490210159,0.0018402432306826846,0.12312562557541681,-0.14659331588613272,0.32888134398785196,-0.059734040881429015,-0.17505455061140646,-0.09479019199082327,0.35904364338096856,0.12034956707265988,-0.13215904734512837,-0.0083348971361094,0.0361552265255559,-0.19299365713808841,-0.025762416451792267,-0.11637292353818807,-0.1873028406712978,-0.09983691938245344,-0.19613957031668108,-0.036135747633127886,-0.14179081901610985,-0.18358467233846168,0.02809100144885225,-0.00717486074053784,0.03829428406704115,0.08088921132778579,0.006604246065587345,-0.14343162370576595,0.03168066470142765,0.12891518079515019,-0.02308977878613999,0.14050397412701196,0.3316315017569725,-0.10041247135335635,0.1303323115103762,-0.04735317554206107,0.005460105309264574,0.018434998774663945,-0.14343162370576595,-0.1359367172259316,-0.07952313784377499,-0.2560495738090542,0.17124996021873962,-0.13593200449253898,1.0,0.16186524804310745,-0.059734040881429015,0.1203495670726599,0.029482329594492776,0.0018402432306826866,0.1314247490210159,0.12312562557541681,-0.04984054247941903,-0.23151300837819147,-0.0786011954639065,-0.09766969189692165,0.10429167429421012,0.04306308662876226,0.09467528749699915,0.09681558104908443,-0.022782628514258853,0.04206833502124969,-0.018078793787413377,-0.027195802163921565
Pkt Size Avg,-0.24733891534328017,0.013981586044626551,0.27230039787001165,0.2547399118668035,0.25914956560880703,0.07657593123288774,0.23629080530176333,0.5205422533072755,0.06691292845303133,0.5682396873592959,0.5423461023311241,0.7084515222563769,0.06778995026945557,0.9636370049785665,0.7119317420434256,-0.017662303718189148,-0.16423715177957554,-0.1373774944170109,0.2263195884107816,0.17618566584384052,-0.15284514447983347,0.26763266009563264,-0.10797972921006661,0.33214526046990467,0.17464015963914123,-0.15469554919671935,0.3564340767917994,0.09013269494241181,0.276514151458566,0.36778292869189955,-0.0261539477426049,-0.07043212797386611,0.24301210753185556,0.26289104078222963,-0.14097865692879347,-0.14740173473995066,0.06102596340820097,0.7079631730031645,0.9931444532574311,0.8498908924445242,0.5713378222381861,-0.053409112817086275,-0.07043212797386611,0.15841440702759768,0.3866721821018744,-0.41767755850146726,-0.21072149193932901,0.15842245176613728,0.16186524804310745,1.0,0.5682396873592959,0.9636370049785665,0.2547399118668035,0.07657593123288774,0.259149565608807,0.2362908053017633,0.06544729948469964,0.2544776438847928,0.3808579341047991,-0.07039538738891754,0.13700161313582138,0.20780743846020475,0.2073407357947589,0.09634281148958015,0.2222562435749062,0.10861454998848609,0.22745468996770152,0.21116173106624958
